school,program,occurrence,category,level,year,points,status
Laksevåg og Bergen Maritime videregående skole,Elektro og datateknologi,0,EL,Vg1,2021,41.5,points
Laksevåg og Bergen Maritime videregående skole,Elektro og datateknologi,0,EL,Vg1,2022,45.0,points
Laksevåg og Bergen Maritime videregående skole,Elektro og datateknologi,0,EL,Vg1,2023,43.6,points
Laksevåg og Bergen Maritime videregående skole,Elektro og datateknologi,0,EL,Vg1,2024,47.2,points
Laksevåg og Bergen Maritime videregående skole,Elektro og datateknologi,0,EL,Vg1,2025,46.3,points
Laksevåg og Bergen Maritime videregående skole,Elektro og datateknologi,0,EL,Vg1,2026,47.8,points
Laksevåg og Bergen Maritime videregående skole,"Elektro og datateknologi, SK 3 år",0,EL,Vg1,2021,44.0,points
Laksevåg og Bergen Maritime videregående skole,"Elektro og datateknologi, SK 3 år",0,EL,Vg1,2022,48.2,points
Laksevåg og Bergen Maritime videregående skole,"Elektro og datateknologi, SK 3 år",0,EL,Vg1,2023,42.7,points
Laksevåg og Bergen Maritime videregående skole,"Elektro og datateknologi, SK 3 år",0,EL,Vg1,2024,47.9,points
Laksevåg og Bergen Maritime videregående skole,"Elektro og datateknologi, SK 3 år",0,EL,Vg1,2025,47.6,points
Laksevåg og Bergen Maritime videregående skole,"Elektro og datateknologi, SK 3 år",0,EL,Vg1,2026,48.1,points
Laksevåg og Bergen Maritime videregående skole,Elektrofag,0,EL,Vg1,2020,44.3,points
Laksevåg og Bergen Maritime videregående skole,"Elektrofag, SK 3-årig",0,EL,Vg1,2020,47.3,points
Laksevåg og Bergen Maritime videregående skole,Teknikk og industriell produksjon,0,TP,Vg1,2020,43.0,points
Laksevåg og Bergen Maritime videregående skole,Teknologi- og industrifag,0,TP,Vg1,2021,40.3,points
Laksevåg og Bergen Maritime videregående skole,Teknologi- og industrifag,0,TP,Vg1,2022,44.3,points
Laksevåg og Bergen Maritime videregående skole,Teknologi- og industrifag,0,TP,Vg1,2023,43.3,points
Laksevåg og Bergen Maritime videregående skole,Teknologi- og industrifag,0,TP,Vg1,2024,44.1,points
Laksevåg og Bergen Maritime videregående skole,Teknologi- og industrifag,0,TP,Vg1,2025,43.8,points
Laksevåg og Bergen Maritime videregående skole,Teknologi- og industrifag,0,TP,Vg1,2026,42.7,points
Laksevåg og Bergen Maritime videregående skole,Automatisering,0,EL,Vg2,2021,45.7,points
Laksevåg og Bergen Maritime videregående skole,Automatisering,0,EL,Vg2,2022,42.9,points
Laksevåg og Bergen Maritime videregående skole,Automatisering,0,EL,Vg2,2023,47.5,points
Laksevåg og Bergen Maritime videregående skole,Automatisering,0,EL,Vg2,2024,50.0,points
Laksevåg og Bergen Maritime videregående skole,Automatisering,0,EL,Vg2,2025,52.9,points
Laksevåg og Bergen Maritime videregående skole,Automatisering,0,EL,Vg2,2026,53.8,points
Laksevåg og Bergen Maritime videregående skole,Betong og mur,0,BA,Vg2,2022,31.7,points
Laksevåg og Bergen Maritime videregående skole,Betong og mur,0,BA,Vg2,2023,,open
Laksevåg og Bergen Maritime videregående skole,Brønnteknikk,0,TP,Vg2,2021,46.3,points
Laksevåg og Bergen Maritime videregående skole,Brønnteknikk,0,TP,Vg2,2022,46.3,points
Laksevåg og Bergen Maritime videregående skole,Brønnteknikk,0,TP,Vg2,2023,48.9,points
Laksevåg og Bergen Maritime videregående skole,Brønnteknikk,0,TP,Vg2,2024,52.5,points
Laksevåg og Bergen Maritime videregående skole,Brønnteknikk,0,TP,Vg2,2025,52.5,points
Laksevåg og Bergen Maritime videregående skole,Brønnteknikk,0,TP,Vg2,2026,52.5,points
Laksevåg og Bergen Maritime videregående skole,Elenergi og ekom,0,EL,Vg2,2021,45.7,points
Laksevåg og Bergen Maritime videregående skole,Elenergi og ekom,0,EL,Vg2,2022,40.0,points
Laksevåg og Bergen Maritime videregående skole,Elenergi og ekom,0,EL,Vg2,2023,43.8,points
Laksevåg og Bergen Maritime videregående skole,Elenergi og ekom,0,EL,Vg2,2024,47.1,points
Laksevåg og Bergen Maritime videregående skole,Elenergi og ekom,0,EL,Vg2,2025,50.0,points
Laksevåg og Bergen Maritime videregående skole,Elenergi og ekom,0,EL,Vg2,2026,50.0,points
Laksevåg og Bergen Maritime videregående skole,Industriteknologi,0,TP,Vg2,2024,28.8,points
Laksevåg og Bergen Maritime videregående skole,Industriteknologi,0,TP,Vg2,2025,47.8,points
Laksevåg og Bergen Maritime videregående skole,Industriteknologi,0,TP,Vg2,2026,47.5,points
Laksevåg og Bergen Maritime videregående skole,Kjemiprosess- og laboratorief,0,TP,Vg2,2022,42.5,points
Laksevåg og Bergen Maritime videregående skole,Kjemiprosess- og laboratorief,0,TP,Vg2,2023,48.8,points
Laksevåg og Bergen Maritime videregående skole,Kjemiprosess- og laboratorief,0,TP,Vg2,2024,51.3,points
Laksevåg og Bergen Maritime videregående skole,Kjemiprosess- og laboratorief,0,TP,Vg2,2025,52.5,points
Laksevåg og Bergen Maritime videregående skole,Kjemiprosess- og laboratorief,0,TP,Vg2,2026,52.5,points
Laksevåg og Bergen Maritime videregående skole,Kjemiprosess- og laboratoriefag,0,TP,Vg2,2021,50.0,points
Laksevåg og Bergen Maritime videregående skole,Maritime fag,0,TP,Vg2,2021,37.5,points
Laksevåg og Bergen Maritime videregående skole,Maritime fag,0,TP,Vg2,2022,41.3,points
Laksevåg og Bergen Maritime videregående skole,Maritime fag,0,TP,Vg2,2023,43.3,points
Laksevåg og Bergen Maritime videregående skole,Maritime fag,0,TP,Vg2,2024,47.5,points
Laksevåg og Bergen Maritime videregående skole,Maritime fag,0,TP,Vg2,2025,45.0,points
Laksevåg og Bergen Maritime videregående skole,Maritime fag,0,TP,Vg2,2026,46.3,points
Laksevåg og Bergen Maritime videregående skole,Tømrer,0,BA,Vg2,2021,25.0,points
Laksevåg og Bergen Maritime videregående skole,Tømrer,0,BA,Vg2,2022,38.6,points
Laksevåg og Bergen Maritime videregående skole,Tømrer,0,BA,Vg2,2023,42.9,points
Laksevåg og Bergen Maritime videregående skole,Tømrer,0,BA,Vg2,2024,35.0,points
Laksevåg og Bergen Maritime videregående skole,Tømrer,0,BA,Vg2,2025,27.1,points
Laksevåg og Bergen Maritime videregående skole,Tømrer,0,BA,Vg2,2026,37.1,points
Laksevåg og Bergen Maritime videregående skole,Automatiseringsfaget,0,EL,Vg3,2021,34.3,points
Laksevåg og Bergen Maritime videregående skole,Automatiseringsfaget,0,EL,Vg3,2022,43.3,points
Laksevåg og Bergen Maritime videregående skole,Automatiseringsfaget,0,EL,Vg3,2023,,open
Laksevåg og Bergen Maritime videregående skole,Automatiseringsfaget,0,EL,Vg3,2024,44.3,points
Laksevåg og Bergen Maritime videregående skole,Automatiseringsfaget,0,EL,Vg3,2025,45.7,points
Laksevåg og Bergen Maritime videregående skole,Automatiseringsfaget,0,EL,Vg3,2026,45.7,points
Laksevåg og Bergen Maritime videregående skole,Maritim elektrikerfaget,0,EL,Vg3,2021,37.8,points
Laksevåg og Bergen Maritime videregående skole,Maritim elektrikerfaget,0,EL,Vg3,2022,50.0,points
Laksevåg og Bergen Maritime videregående skole,Maritim elektrikerfaget,0,EL,Vg3,2023,38.0,points
Laksevåg og Bergen Maritime videregående skole,Maritim elektrikerfaget vg3 sk,0,EL,Vg3,2024,50.0,points
Laksevåg og Bergen Maritime videregående skole,Maritim elektrikerfaget vg3 sk,0,EL,Vg3,2025,48.8,points
Laksevåg og Bergen Maritime videregående skole,Maritim elektrikerfaget vg3 sk,0,EL,Vg3,2026,53.3,points
Langhaugen videregående skole,"Musikk, dans og drama med dans",0,MD,Vg1,2020,43.7,points
Langhaugen videregående skole,"Musikk, dans og drama med dans",0,MD,Vg1,2021,34.8,points
Langhaugen videregående skole,"Musikk, dans og drama med musikk",0,MD,Vg1,2020,48.7,points
Langhaugen videregående skole,"Musikk, dans og drama med musikk",0,MD,Vg1,2021,50.0,points
Langhaugen videregående skole,"Musikk, dans og drama, dans",0,MD,Vg1,2022,42.5,points
Langhaugen videregående skole,"Musikk, dans og drama, dans",0,MD,Vg1,2023,40.6,points
Langhaugen videregående skole,"Musikk, dans og drama, dans",0,MD,Vg1,2024,35.9,points
Langhaugen videregående skole,"Musikk, dans og drama, dans",0,MD,Vg1,2025,47.8,points
Langhaugen videregående skole,"Musikk, dans og drama, dans",0,MD,Vg1,2026,51.0,points
Langhaugen videregående skole,"Musikk, dans og drama, musikk",0,MD,Vg1,2022,54.9,points
Langhaugen videregående skole,"Musikk, dans og drama, musikk",0,MD,Vg1,2023,54.3,points
Langhaugen videregående skole,"Musikk, dans og drama, musikk",0,MD,Vg1,2024,51.1,points
Langhaugen videregående skole,"Musikk, dans og drama, musikk",0,MD,Vg1,2025,55.6,points
Langhaugen videregående skole,"Musikk, dans og drama, musikk",0,MD,Vg1,2026,55.3,points
Langhaugen videregående skole,Studiespesialisering,0,ST,Vg1,2017,45.33,points
Langhaugen videregående skole,Studiespesialisering,0,ST,Vg1,2018,46.2,points
Langhaugen videregående skole,Studiespesialisering,0,ST,Vg1,2019,44.7,points
Langhaugen videregående skole,Studiespesialisering,0,ST,Vg1,2020,47.3,points
Langhaugen videregående skole,Studiespesialisering,0,ST,Vg1,2021,44.0,points
Langhaugen videregående skole,Studiespesialisering,0,ST,Vg1,2022,46.4,points
Langhaugen videregående skole,Studiespesialisering,0,ST,Vg1,2023,44.1,points
Langhaugen videregående skole,Studiespesialisering,0,ST,Vg1,2024,47.2,points
Langhaugen videregående skole,Studiespesialisering,0,ST,Vg1,2025,48.1,points
Langhaugen videregående skole,Studiespesialisering,0,ST,Vg1,2026,49.1,points
Måløy vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2020,27.2,points
Måløy vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2021,38.0,points
Måløy vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2022,31.4,points
Måløy vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2023,,open
Måløy vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2024,29.4,points
Måløy vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2025,27.5,points
Måløy vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2026,31.4,points
Måløy vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2020,35.0,points
Måløy vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2021,41.7,points
Måløy vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2022,33.3,points
Måløy vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2023,38.8,points
Måløy vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2024,39.7,points
Måløy vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2025,35.6,points
Måløy vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2026,30.6,points
Måløy vidaregåande skule,Informasjonsteknologi og medieproduksjon,0,IM,Vg1,2020,33.3,points
Måløy vidaregåande skule,Informasjonsteknologi og medieproduksjon,0,IM,Vg1,2021,31.4,points
Måløy vidaregåande skule,Informasjonsteknologi og medieproduksjon,0,IM,Vg1,2022,30.7,points
Måløy vidaregåande skule,Informasjonsteknologi og medieproduksjon,0,IM,Vg1,2023,,open
Måløy vidaregåande skule,Informasjonsteknologi og medieproduksjon,0,IM,Vg1,2024,27.9,points
Måløy vidaregåande skule,Naturbruk,0,NA,Vg1,2020,38.4,points
Måløy vidaregåande skule,Naturbruk,0,NA,Vg1,2021,40.7,points
Måløy vidaregåande skule,Naturbruk,0,NA,Vg1,2022,32.5,points
Måløy vidaregåande skule,Naturbruk,0,NA,Vg1,2023,32.9,points
Måløy vidaregåande skule,Naturbruk,0,NA,Vg1,2024,38.8,points
Måløy vidaregåande skule,Naturbruk,0,NA,Vg1,2025,33.1,points
Måløy vidaregåande skule,Naturbruk,0,NA,Vg1,2026,34.3,points
Måløy vidaregåande skule,Restaurant- og matfag,0,RM,Vg1,2020,28.6,points
Måløy vidaregåande skule,Restaurant- og matfag,0,RM,Vg1,2021,,open
Måløy vidaregåande skule,Restaurant- og matfag,0,RM,Vg1,2022,21.7,points
Måløy vidaregåande skule,Restaurant- og matfag,0,RM,Vg1,2023,,open
Måløy vidaregåande skule,Restaurant- og matfag,0,RM,Vg1,2024,40.0,points
Måløy vidaregåande skule,Restaurant- og matfag,0,RM,Vg1,2025,0.0,points
Måløy vidaregåande skule,Restaurant- og matfag,0,RM,Vg1,2026,,open
Måløy vidaregåande skule,Studiespesialisering,0,ST,Vg1,2020,44.0,points
Måløy vidaregåande skule,Studiespesialisering,0,ST,Vg1,2021,33.3,points
Måløy vidaregåande skule,Studiespesialisering,0,ST,Vg1,2022,38.9,points
Måløy vidaregåande skule,Studiespesialisering,0,ST,Vg1,2023,38.1,points
Måløy vidaregåande skule,Studiespesialisering,0,ST,Vg1,2024,41.5,points
Måløy vidaregåande skule,Studiespesialisering,0,ST,Vg1,2025,36.3,points
Måløy vidaregåande skule,Studiespesialisering,0,ST,Vg1,2026,34.7,points
Måløy vidaregåande skule,Teknikk og industriell produksjon,0,TP,Vg1,2020,23.3,points
Måløy vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2021,31.0,points
Måløy vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2022,28.8,points
Måløy vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2023,35.1,points
Måløy vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2024,34.7,points
Måløy vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2025,,open
Måløy vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2026,39.4,points
Måløy vidaregåande skule,Akvakultur,0,NA,Vg2,2021,31.3,points
Måløy vidaregåande skule,Akvakultur,0,NA,Vg2,2022,34.3,points
Måløy vidaregåande skule,Akvakultur,0,NA,Vg2,2023,,open
Måløy vidaregåande skule,Akvakultur,0,NA,Vg2,2024,24.3,points
Måløy vidaregåande skule,Akvakultur,0,NA,Vg2,2025,37.1,points
Måløy vidaregåande skule,Akvakultur,0,NA,Vg2,2026,,open
Måløy vidaregåande skule,Barne- og ungdomsarbeider,0,HS,Vg2,2021,20.0,points
Måløy vidaregåande skule,Barne- og ungdomsarbeider,0,HS,Vg2,2022,26.3,points
Måløy vidaregåande skule,Fiske og fangst,0,NA,Vg2,2021,34.3,points
Måløy vidaregåande skule,Fiske og fangst,0,NA,Vg2,2022,44.3,points
Måløy vidaregåande skule,Fiske og fangst,0,NA,Vg2,2023,40.0,points
Måløy vidaregåande skule,Fiske og fangst,0,NA,Vg2,2024,41.4,points
Måløy vidaregåande skule,Fiske og fangst,0,NA,Vg2,2025,38.6,points
Måløy vidaregåande skule,Fiske og fangst,0,NA,Vg2,2026,35.0,points
Måløy vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2025,18.6,points
Måløy vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2026,,open
Måløy vidaregåande skule,Informasjonsteknologi,0,IM,Vg2,2021,30.0,points
Måløy vidaregåande skule,Informasjonsteknologi,0,IM,Vg2,2022,31.3,points
Måløy vidaregåande skule,Informasjonsteknologi,0,IM,Vg2,2023,,open
Måløy vidaregåande skule,Informasjonsteknologi,0,IM,Vg2,2024,30.0,points
Måløy vidaregåande skule,Kjøretøy,0,TP,Vg2,2021,22.2,points
Måløy vidaregåande skule,Kjøretøy,0,TP,Vg2,2022,32.5,points
Måløy vidaregåande skule,Kjøretøy,0,TP,Vg2,2023,,open
Måløy vidaregåande skule,Kjøretøy,0,TP,Vg2,2024,36.3,points
Måløy vidaregåande skule,Kjøretøy,0,TP,Vg2,2025,28.8,points
Måløy vidaregåande skule,Kjøretøy,0,TP,Vg2,2026,22.5,points
Måløy vidaregåande skule,Kokk- og servitørfag,0,RM,Vg2,2022,30.0,points
Måløy vidaregåande skule,Kokk- og servitørfag,0,RM,Vg2,2023,,open
Måløy vidaregåande skule,Kokk- og servitørfag,0,RM,Vg2,2024,30.0,points
Måløy vidaregåande skule,Kokk- og servitørfag,0,RM,Vg2,2025,32.9,points
Måløy vidaregåande skule,Kokk- og servitørfag,0,RM,Vg2,2026,,open
Måløy vidaregåande skule,Maritime fag,0,TP,Vg2,2021,18.8,points
Måløy vidaregåande skule,Maritime fag,0,TP,Vg2,2022,35.0,points
Måløy vidaregåande skule,Maritime fag,0,TP,Vg2,2023,,open
Måløy vidaregåande skule,Maritime fag,0,TP,Vg2,2024,41.1,points
Måløy vidaregåande skule,Maritime fag,0,TP,Vg2,2025,37.8,points
Måløy vidaregåande skule,Maritime fag,0,TP,Vg2,2026,32.9,points
Måløy vidaregåande skule,Tømrer,0,BA,Vg2,2021,32.9,points
Måløy vidaregåande skule,Tømrer,0,BA,Vg2,2022,25.7,points
Måløy vidaregåande skule,Tømrer,0,BA,Vg2,2023,,open
Måløy vidaregåande skule,Tømrer,0,BA,Vg2,2024,22.9,points
Måløy vidaregåande skule,Tømrer,0,BA,Vg2,2025,27.1,points
Måløy vidaregåande skule,Tømrer,0,BA,Vg2,2026,,open
Nordahl Grieg videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2020,39.7,points
Nordahl Grieg videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2021,37.1,points
Nordahl Grieg videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2022,35.9,points
Nordahl Grieg videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2024,39.7,points
Nordahl Grieg videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2025,37.1,points
Nordahl Grieg videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2026,33.3,points
Nordahl Grieg videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2021,42.0,points
Nordahl Grieg videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2022,41.7,points
Nordahl Grieg videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2023,,open
Nordahl Grieg videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2024,40.6,points
Nordahl Grieg videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2025,41.7,points
Nordahl Grieg videregående skole,"Helse- og oppvekstfag, SK 3 år",0,HS,Vg1,2026,40.0,points
Nordahl Grieg videregående skole,"Helse- og oppvekstfag, SK 3-årig",0,HS,Vg1,2020,43.7,points
Nordahl Grieg videregående skole,Medier og kommunikasjon,0,MK,Vg1,2020,44.7,points
Nordahl Grieg videregående skole,Medier og kommunikasjon,0,MK,Vg1,2021,41.3,points
Nordahl Grieg videregående skole,Medier og kommunikasjon,0,MK,Vg1,2022,42.1,points
Nordahl Grieg videregående skole,Medier og kommunikasjon,0,MK,Vg1,2023,34.1,points
Nordahl Grieg videregående skole,Medier og kommunikasjon,0,MK,Vg1,2024,40.6,points
Nordahl Grieg videregående skole,Medier og kommunikasjon,0,MK,Vg1,2025,40.2,points
Nordahl Grieg videregående skole,Medier og kommunikasjon,0,MK,Vg1,2026,40.7,points
Nordahl Grieg videregående skole,Studiespesialisering,0,ST,Vg1,2017,44.67,points
Nordahl Grieg videregående skole,Studiespesialisering,0,ST,Vg1,2018,44.7,points
Nordahl Grieg videregående skole,Studiespesialisering,0,ST,Vg1,2019,43.5,points
Nordahl Grieg videregående skole,Studiespesialisering,0,ST,Vg1,2020,45.8,points
Nordahl Grieg videregående skole,Studiespesialisering,0,ST,Vg1,2021,42.0,points
Nordahl Grieg videregående skole,Studiespesialisering,0,ST,Vg1,2022,45.0,points
Nordahl Grieg videregående skole,Studiespesialisering,0,ST,Vg1,2023,41.9,points
Nordahl Grieg videregående skole,Studiespesialisering,0,ST,Vg1,2024,44.29,points
Nordahl Grieg videregående skole,Studiespesialisering,0,ST,Vg1,2025,43.8,points
Nordahl Grieg videregående skole,Studiespesialisering,0,ST,Vg1,2026,43.4,points
Nordahl Grieg videregående skole,Barne- og ungdomsarbeider,0,HS,Vg2,2021,26.3,points
Nordahl Grieg videregående skole,Barne- og ungdomsarbeider,0,HS,Vg2,2022,28.9,points
Nordahl Grieg videregående skole,Barne- og ungdomsarbeider,0,HS,Vg2,2023,31.3,points
Nordahl Grieg videregående skole,Barne- og ungdomsarbeider,0,HS,Vg2,2024,31.3,points
Nordahl Grieg videregående skole,Barne- og ungdomsarbeider,0,HS,Vg2,2025,36.7,points
Nordahl Grieg videregående skole,Barne- og ungdomsarbeider,0,HS,Vg2,2026,34.3,points
Nordahl Grieg videregående skole,Helsearbeiderfag,0,HS,Vg2,2021,42.5,points
Nordahl Grieg videregående skole,Helsearbeiderfag,0,HS,Vg2,2022,38.8,points
Nordahl Grieg videregående skole,Helsearbeiderfag,0,HS,Vg2,2023,38.8,points
Nordahl Grieg videregående skole,Helsearbeiderfag,0,HS,Vg2,2024,42.5,points
Nordahl Grieg videregående skole,Helsearbeiderfag,0,HS,Vg2,2025,37.8,points
Nordahl Grieg videregående skole,Helsearbeiderfag,0,HS,Vg2,2026,22.5,points
Nordahl Grieg videregående skole,Påbygg. gen. studiekompetanse,0,PB,Vg3,2022,45.7,points
Nordahl Grieg videregående skole,Påbygg. gen. studiekompetanse,0,PB,Vg3,2023,45.0,points
Nordahl Grieg videregående skole,Påbygg. gen. studiekompetanse,0,PB,Vg3,2024,45.0,points
Nordahl Grieg videregående skole,Påbygg. gen. studiekompetanse,0,PB,Vg3,2025,43.8,points
Nordahl Grieg videregående skole,Påbygg. gen. studiekompetanse,0,PB,Vg3,2026,36.4,points
Nordahl Grieg videregående skole,Påbygging til generell studiekompetanse,0,PB,Vg3,2021,42.5,points
Odda vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2020,30.7,points
Odda vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2021,39.3,points
Odda vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2022,32.4,points
Odda vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2023,,open
Odda vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2024,30.6,points
Odda vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2025,38.1,points
Odda vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2026,27.1,points
Odda vidaregåande skule,Elektro og datateknologi,0,EL,Vg1,2021,47.6,points
Odda vidaregåande skule,Elektro og datateknologi,0,EL,Vg1,2022,25.7,points
Odda vidaregåande skule,Elektro og datateknologi,0,EL,Vg1,2023,,open
Odda vidaregåande skule,Elektro og datateknologi,0,EL,Vg1,2024,31.8,points
Odda vidaregåande skule,Elektro og datateknologi,0,EL,Vg1,2025,36.3,points
Odda vidaregåande skule,Elektro og datateknologi,0,EL,Vg1,2026,30.0,points
Odda vidaregåande skule,Elektrofag,0,EL,Vg1,2020,37.7,points
Odda vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2020,28.7,points
Odda vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2021,46.0,points
Odda vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2022,30.0,points
Odda vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2023,,open
Odda vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2024,,open
Odda vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2025,31.3,points
Odda vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2026,,open
Odda vidaregåande skule,Idrettsfag,0,ID,Vg1,2020,32.7,points
Odda vidaregåande skule,Idrettsfag,0,ID,Vg1,2021,43.3,points
Odda vidaregåande skule,Idrettsfag,0,ID,Vg1,2022,42.1,points
Odda vidaregåande skule,Studiespesialisering,0,ST,Vg1,2020,35.7,points
Odda vidaregåande skule,Studiespesialisering,0,ST,Vg1,2021,45.3,points
Odda vidaregåande skule,Studiespesialisering,0,ST,Vg1,2022,45.0,points
Odda vidaregåande skule,Studiespesialisering,0,ST,Vg1,2023,,open
Odda vidaregåande skule,Studiespesialisering,0,ST,Vg1,2024,33.3,points
Odda vidaregåande skule,Studiespesialisering,0,ST,Vg1,2025,,open
Odda vidaregåande skule,Studiespesialisering,0,ST,Vg1,2026,,open
Odda vidaregåande skule,Teknikk og industriell produksjon,0,TP,Vg1,2020,33.3,points
Odda vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2021,24.0,points
Odda vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2022,27.7,points
Odda vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2023,34.2,points
Odda vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2024,31.9,points
Odda vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2025,35.6,points
Odda vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2026,,open
Odda vidaregåande skule,Elenergi og ekom,0,EL,Vg2,2021,31.4,points
Odda vidaregåande skule,Elenergi og ekom,0,EL,Vg2,2022,30.0,points
Odda vidaregåande skule,Elenergi og ekom,0,EL,Vg2,2023,,open
Odda vidaregåande skule,Elenergi og ekom,0,EL,Vg2,2025,25.7,points
Odda vidaregåande skule,Elenergi og ekom,0,EL,Vg2,2026,32.9,points
Odda vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2021,20.0,points
Odda vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2024,25.7,points
Odda vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2025,20.0,points
Odda vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2026,,open
Odda vidaregåande skule,Industriteknologi,0,TP,Vg2,2021,21.0,points
Odda vidaregåande skule,Industriteknologi,0,TP,Vg2,2022,31.3,points
Odda vidaregåande skule,Industriteknologi,0,TP,Vg2,2023,,open
Odda vidaregåande skule,Industriteknologi,0,TP,Vg2,2024,24.4,points
Odda vidaregåande skule,Industriteknologi,0,TP,Vg2,2025,26.3,points
Odda vidaregåande skule,Industriteknologi,0,TP,Vg2,2026,,open
Odda vidaregåande skule,Kjemiprosess- og laboratorief,0,TP,Vg2,2022,31.1,points
Odda vidaregåande skule,Kjemiprosess- og laboratorief,0,TP,Vg2,2023,,open
Odda vidaregåande skule,Kjemiprosess- og laboratorief,0,TP,Vg2,2024,43.3,points
Odda vidaregåande skule,Kjemiprosess- og laboratorief,0,TP,Vg2,2025,40.0,points
Odda vidaregåande skule,Kjemiprosess- og laboratorief,0,TP,Vg2,2026,,open
Odda vidaregåande skule,Kjemiprosess- og laboratoriefag,0,TP,Vg2,2021,35.0,points
Odda vidaregåande skule,"Smed, LAL",0,DT,Vg2,2024,40.0,points
Odda vidaregåande skule,"Smed, LAL",0,DT,Vg2,2026,45.0,points
Odda vidaregåande skule,"Smed, landslinje",0,DT,Vg2,2021,42.5,points
Odda vidaregåande skule,"Smed, landslinje",0,DT,Vg2,2023,,open
Odda vidaregåande skule,Tømrer,0,BA,Vg2,2021,31.4,points
Odda vidaregåande skule,Tømrer,0,BA,Vg2,2022,20.0,points
Odda vidaregåande skule,Tømrer,0,BA,Vg2,2024,38.6,points
Odda vidaregåande skule,Tømrer,0,BA,Vg2,2026,,open
Olsvikåsen videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2020,37.6,points
Olsvikåsen videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2021,40.0,points
Olsvikåsen videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2022,41.4,points
Olsvikåsen videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2023,37.3,points
Olsvikåsen videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2024,35.6,points
Olsvikåsen videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2025,38.7,points
Olsvikåsen videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2026,31.9,points
